Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR8136046,2018-10-30 18:02:11,2018-10-30 17:29:16,101107,50553500,101107,500,29,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136046/SRR8136046.sralite.1,SRX4957032,D20140212,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996854,SAMN05204231,simple,1592332,sludge metagenome,D20140212,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,8120B36082C8C8D07D46E1B6FD5C994E,96A246013381834A5E2DFE3EA99BF085
SRR8136047,2018-10-30 17:18:11,2018-10-30 17:13:53,88448,44224000,88448,500,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136047/SRR8136047.sralite.1,SRX4957033,D20140213,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996855,SAMN05204232,simple,1592332,sludge metagenome,D20140213,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,1335D80AACB0B3D2A97D23E341B71AFE,22011D439633143DD78292C0278BD4BA
SRR8136048,2018-10-30 17:18:11,2018-10-30 17:13:29,93355,46677500,93355,500,26,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136048/SRR8136048.sralite.1,SRX4957034,D20140214,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996856,SAMN05204233,simple,1592332,sludge metagenome,D20140214,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,51FD318AF4EE502E965B2CDACC86E984,8E65768737496CD0AB2F41E7070D9C70
SRR8136049,2018-10-30 17:31:14,2018-10-30 17:25:02,102887,51443500,102887,500,28,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136049/SRR8136049.sralite.1,SRX4957035,D20140217,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996857,SAMN05204234,simple,1592332,sludge metagenome,D20140217,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,5FC7A09CAEBD85C1321A55DD7F92580A,4741A2600364D21B320227A39EE84957
SRR8136050,2018-10-30 17:25:14,2018-10-30 17:23:25,187161,93580500,187161,500,51,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136050/SRR8136050.sralite.1,SRX4957036,D20140218,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996858,SAMN05204235,simple,1592332,sludge metagenome,D20140218,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,711E1A58D018F157DE2189CE5EF57BCC,8F95203F150A4368C7FF11982F51D37D
SRR8136051,2018-10-30 18:02:11,2018-10-30 17:29:04,72264,36132000,72264,500,19,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136051/SRR8136051.sralite.1,SRX4957037,D20140219,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996859,SAMN05204236,simple,1592332,sludge metagenome,D20140219,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,B6E26505D763B3011889F0558BDCBA94,AD8D595B614B5827A28DE5C08F3CAC49
SRR8136052,2018-10-30 17:31:14,2018-10-30 17:23:17,123155,61577500,123155,500,33,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136052/SRR8136052.sralite.1,SRX4957038,D20140220,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996860,SAMN05204237,simple,1592332,sludge metagenome,D20140220,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,72A1FFF64D271D53E847EF13F4D61B0C,24127EC7D13E55CA1A65B488146D7813
SRR8136053,2018-10-30 17:18:11,2018-10-30 17:12:21,138232,69116000,138232,500,37,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136053/SRR8136053.sralite.1,SRX4957039,D20140221,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996861,SAMN05204238,simple,1592332,sludge metagenome,D20140221,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,61177CE95F6B92FAEC95A1054DD8F5CC,0D540F55E4390B46ED12270B475583AB
SRR8136054,2018-10-30 17:19:12,2018-10-30 17:17:23,135610,67805000,135610,500,37,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136054/SRR8136054.sralite.1,SRX4957040,D20140224,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996862,SAMN05204239,simple,1592332,sludge metagenome,D20140224,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,629E15CD3B0DBA7CB17630A8EB82E88F,730DFEF1110AC9C40E0782FEFBFB3702
SRR8136055,2018-10-30 17:19:12,2018-10-30 17:17:42,121786,60893000,121786,500,33,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136055/SRR8136055.sralite.1,SRX4957041,D20140225,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996863,SAMN05204240,simple,1592332,sludge metagenome,D20140225,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,A39DDDE088B83821D66194FAF1CDA69A,E4E42200898E8CA8A60C776598EDC7B2
SRR8136056,2018-10-30 17:19:12,2018-10-30 17:15:20,125410,62705000,125410,500,35,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/136/SRR8136056.sralite.1,SRX4957042,D20140226,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996864,SAMN05204241,simple,1592332,sludge metagenome,D20140226,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,3BE6429FECC085D367DE140AC997BD2F,917D856C0CFD204397EBB37566C10548
SRR8136057,2018-10-30 17:18:11,2018-10-30 17:13:54,109446,54723000,109446,500,29,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136057/SRR8136057.sralite.1,SRX4957043,D20140227,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996865,SAMN05204242,simple,1592332,sludge metagenome,D20140227,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,3EF97E39114C5AE5F6544EE73E367815,467ABA1E49AB9FF099CBD91FD733E490
SRR8136058,2018-10-30 18:02:11,2018-10-30 17:39:36,128691,64345500,128691,500,35,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136058/SRR8136058.sralite.1,SRX4957044,D20140228,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996866,SAMN05204243,simple,1592332,sludge metagenome,D20140228,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,E2D7E20311C68EAF8A8CA3B759B53CF0,5AF80C776B48B22BF77B57B3C75F90A4
SRR8136059,2018-10-30 17:18:11,2018-10-30 17:12:59,134498,67249000,134498,500,36,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136059/SRR8136059.sralite.1,SRX4957045,D20140303,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996867,SAMN05204244,simple,1592332,sludge metagenome,D20140303,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,2409B2AB30C74668EDA61943365AC727,2F60FE5F5299F9BFD0D7AF9157CD8E0C
SRR8136060,2018-10-30 17:18:11,2018-10-30 17:12:32,122614,61307000,122614,500,33,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136060/SRR8136060.sralite.1,SRX4957046,D20140304,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996868,SAMN05204245,simple,1592332,sludge metagenome,D20140304,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,EA463FCD3AB165ACE70B4FB7F826BBD0,F7F3F878287B72AFDEE0C7DFAEFE4B1B
SRR8136061,2018-10-30 18:02:11,2018-10-30 17:29:06,68207,34103500,68207,500,18,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136061/SRR8136061.sralite.1,SRX4957047,D20140305,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996869,SAMN05204246,simple,1592332,sludge metagenome,D20140305,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,CE19AF00EDEAFEE56845771C0FB25B00,83BA6E9B39592F2D68022F980C95F71E
SRR8136062,2018-10-30 18:02:11,2018-10-30 17:32:48,98556,49278000,98556,500,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136062/SRR8136062.sralite.1,SRX4957048,D20140306,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996870,SAMN05204247,simple,1592332,sludge metagenome,D20140306,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,74E3D499389ED8E9308ED0FE7A65311C,3D7A0C92537D239FC68A7AF5F294AC51
SRR8136063,2018-10-30 17:15:11,2018-10-30 17:10:29,114013,57006500,114013,500,31,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136063/SRR8136063.sralite.1,SRX4957049,D20140307,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996871,SAMN05204248,simple,1592332,sludge metagenome,D20140307,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,6E1ECF65717B731BCDD019BA6810DD31,65A9A2DCFFEBBC646A00AEE1B45E8A19
SRR8136064,2018-10-30 17:18:11,2018-10-30 17:14:42,109880,54940000,109880,500,30,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136064/SRR8136064.sralite.1,SRX4957050,D20140310,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996872,SAMN05204249,simple,1592332,sludge metagenome,D20140310,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,604F5FFA12C4AEDF3B18205EA88906D6,F98247A715F253C9D3F38BD680ED1735
SRR8136065,2018-10-30 17:18:11,2018-10-30 17:13:49,89390,44695000,89390,500,25,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136065/SRR8136065.sralite.1,SRX4957051,D20140311,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996874,SAMN05204250,simple,1592332,sludge metagenome,D20140311,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,FC4E27C3F471CED6DC9908E678C45B0E,702916EB57EAE1C162CF3F426FD75350
SRR8136066,2018-10-30 17:18:11,2018-10-30 17:14:31,73793,36896500,73793,500,21,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136066/SRR8136066.sralite.1,SRX4957052,D20140312,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996873,SAMN05204251,simple,1592332,sludge metagenome,D20140312,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,6B1811714F2C1FBFDE41E7512026599A,9EE04080C0296AD6DC9478FAFA0CFE75
SRR8136067,2018-10-30 18:02:11,2018-10-30 17:31:52,29056,14528000,29056,500,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136067/SRR8136067.sralite.1,SRX4957053,D20140313,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996875,SAMN05204252,simple,1592332,sludge metagenome,D20140313,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,10D49409E688D8FF41BB598BBE912316,FBA7B8066A3FE7D7DC7CD345C3D048F8
SRR8136068,2018-10-30 17:18:11,2018-10-30 17:14:55,72465,36232500,72465,500,21,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136068/SRR8136068.sralite.1,SRX4957054,D20140314,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996876,SAMN05204253,simple,1592332,sludge metagenome,D20140314,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,F3E45298098BA6FA4589059E098F452A,7AA471A8E29AE14220A6BAF18EF90406
SRR8136069,2018-10-30 18:06:11,2018-10-30 17:35:39,78428,39214000,78428,500,23,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136069/SRR8136069.sralite.1,SRX4957055,D20140317,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996877,SAMN05204254,simple,1592332,sludge metagenome,D20140317,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,835D9F3DF7240A3023924062061318E0,2C8F31482130EC235D42DE6E31878BF6
SRR8136070,2018-10-30 17:18:11,2018-10-30 17:12:57,74676,37338000,74676,500,22,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136070/SRR8136070.sralite.1,SRX4957056,D20140318,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996878,SAMN05204255,simple,1592332,sludge metagenome,D20140318,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,59F4592E744F65F5838C8FAAE85D79F6,8A3EF6D82DB2578CDD4E7D05C58E92D5
SRR8136071,2018-10-30 17:18:11,2018-10-30 17:12:39,54696,27348000,54696,500,16,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136071/SRR8136071.sralite.1,SRX4957057,D20140319,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996879,SAMN05204256,simple,1592332,sludge metagenome,D20140319,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,4B7D3C6ED0D9DCEF91AA2D4ABA95401C,845565C50101AB2233B8E0654CF6EDBA
SRR8136072,2018-10-30 17:18:11,2018-10-30 17:13:30,52589,26294500,52589,500,16,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136072/SRR8136072.sralite.1,SRX4957058,D20140320,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996880,SAMN05204257,simple,1592332,sludge metagenome,D20140320,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,1FD8110BC486EC28AE3F964F1993A377,ACDF6DD7AE7F09DE10C975F553EFD072
SRR8136073,2018-10-30 17:19:12,2018-10-30 17:16:36,76184,38092000,76184,500,21,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136073/SRR8136073.sralite.1,SRX4957059,D20140321,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996881,SAMN05204258,simple,1592332,sludge metagenome,D20140321,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,C35B7A06DADB2C5418DCA44665E5273B,B7A1366D6859C7360F187D98D59F90A0
SRR8136074,2018-10-30 17:32:17,2018-10-30 17:26:37,78938,39469000,78938,500,23,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136074/SRR8136074.sralite.1,SRX4957060,D20140324,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996882,SAMN05204259,simple,1592332,sludge metagenome,D20140324,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,B49CA503DFCE56C3FD7082955763964C,F2768F433CAA7D0635650A2E98AD7CE0
SRR8136075,2018-10-30 17:18:11,2018-10-30 17:15:06,78251,39125500,78251,500,23,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136075/SRR8136075.sralite.1,SRX4957061,D20140325,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996883,SAMN05204260,simple,1592332,sludge metagenome,D20140325,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,0BF3BF8F6F20A7382C81F92EF122A5FB,5BE2E15178392919F0180DE56BFFC82C
SRR8136076,2018-10-30 17:19:12,2018-10-30 17:15:45,70522,35261000,70522,500,21,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136076/SRR8136076.sralite.1,SRX4957062,D20140326,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996884,SAMN05204261,simple,1592332,sludge metagenome,D20140326,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,7E0CC038A31E8932DBB11AF9E6E7356C,3C0B6513E28F310749682743DF9927F5
SRR8136077,2018-10-30 17:18:12,2018-10-30 17:14:03,33041,16520500,33041,500,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136077/SRR8136077.sralite.1,SRX4957063,D20140327,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996885,SAMN05204262,simple,1592332,sludge metagenome,D20140327,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,2D7C2BD5F51DA509B9A53568F6DFED61,34B36BF852ED3364691FB950C37E3967
SRR8136078,2018-10-30 17:18:12,2018-10-30 17:14:30,90758,45379000,90758,500,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136078/SRR8136078.sralite.1,SRX4957064,D20140328,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996886,SAMN05204263,simple,1592332,sludge metagenome,D20140328,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,FD119C0E2A9AB7C0EAD8172DF912FBAE,0F30388187C4107F554D5D2F14379112
SRR8136079,2018-10-30 17:19:12,2018-10-30 17:15:21,115592,57796000,115592,500,31,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/136/SRR8136079.sralite.1,SRX4957065,D20140331,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996887,SAMN05204264,simple,1592332,sludge metagenome,D20140331,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,45F67B574BCC9B41D44D9C25E46FCD3E,E8D97C077C3BFB88445E69BA07F6257C
SRR8136080,2018-10-30 17:18:12,2018-10-30 17:13:43,79801,39900500,79801,500,25,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136080/SRR8136080.sralite.1,SRX4957066,D20140401,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996888,SAMN05204265,simple,1592332,sludge metagenome,D20140401,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,338823B2BEA0B7116856C4F46095B7BF,CB944BA70D89EAA25AE68DB6C8BEF9B9
SRR8136081,2018-10-30 17:27:12,2018-10-30 17:22:32,69270,34635000,69270,500,22,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136081/SRR8136081.sralite.1,SRX4957067,D20140402,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996889,SAMN05204266,simple,1592332,sludge metagenome,D20140402,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,84144305C828AF2323DCAED44EDAE1A7,37C5E477A75F56AB13D564A6774FBF9B
SRR8136082,2018-10-30 18:02:11,2018-10-30 17:29:23,97055,48527500,97055,500,31,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136082/SRR8136082.sralite.1,SRX4957068,D20140403,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996890,SAMN05204267,simple,1592332,sludge metagenome,D20140403,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,1E8ED86BEAAD36F74EFC41F54B0EFB73,83F2FE2EA716216F81F18272AC3B7117
SRR8136083,2018-10-30 17:32:17,2018-10-30 17:25:46,90476,45238000,90476,500,28,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136083/SRR8136083.sralite.1,SRX4957069,D20140404,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996891,SAMN05204268,simple,1592332,sludge metagenome,D20140404,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,D17A1609986C1B4DDD49DE98BF259693,034EFFA76E7FA08EC26AC9EC3723FE32
SRR8136084,2018-10-30 17:20:16,2018-10-30 17:18:35,375,187500,375,500,0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136084/SRR8136084.sralite.1,SRX4957070,D20140407,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996892,SAMN05204269,simple,1592332,sludge metagenome,D20140407,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,3E40A93074ED5ED5BDF60E9C2785B37F,682F6B450B8B0F1D69EDEA7300460291
SRR8136085,2018-10-30 18:02:11,2018-10-30 17:41:43,126728,63364000,126728,500,39,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136085/SRR8136085.sralite.1,SRX4957071,D20140408,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996893,SAMN05204270,simple,1592332,sludge metagenome,D20140408,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,61FA8487D1E4D4A2D893A2315E64942A,CF6BD20C2A1C3CD2202A61B09108A844
SRR8136086,2018-10-30 17:19:12,2018-10-30 17:15:52,98824,49412000,98824,500,30,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136086/SRR8136086.sralite.1,SRX4957072,D20140409,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996894,SAMN05204271,simple,1592332,sludge metagenome,D20140409,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,90A281B8E5926059BC62E1FF418424B1,711D32896E7449E7C60EE0149444E032
SRR8136087,2018-10-30 18:02:11,2018-10-30 17:34:45,107620,53810000,107620,500,32,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136087/SRR8136087.sralite.1,SRX4957073,D20140410,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996895,SAMN05204272,simple,1592332,sludge metagenome,D20140410,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,89337012C90DE7BA08B8048C5A16BD46,6AE1CEDCB4712D8A0C603EC9EEBFB4DF
SRR8136088,2018-10-30 18:02:11,2018-10-30 17:28:10,169587,84793500,169587,500,50,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136088/SRR8136088.sralite.1,SRX4957074,D20140411,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996896,SAMN05204273,simple,1592332,sludge metagenome,D20140411,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,E9C069885B3807FA29E273C34CC0F994,2F0194B6E22C24914DFDE3568A7E416C
